TCGA-BH-A18H,TCGA-E2-A14P,TCGA-AN-A04A,TCGA-5L-AAT1,TCGA-GI-A2C8,TCGA-AQ-A0Y5,TCGA-A8-A07I,TCGA-E9-A1R4,TCGA-AC-A8OP,TCGA-AR-A24Q,TCGA-D8-A1XU,TCGA-AO-A03N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.7282,0.0,0.0,4.7576,0.0
0.0,0.0,0.0,0.1472,0.0,0.0,0.0,0.0,0.0,0.0492,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9268,0.853,0.4818,0.2257,0.1115,0.7959,2.2226,4.5512,0.2859,7.0199,1.7491,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6024,0.5545,0.4175,0.0,0.0966,0.8622,0.6799,0.0,0.4955,0.2617,0.1166,0.1027
2.8905,0.2755,0.0787,0.0201,0.3675,0.2748,0.1048,0.1664,0.5095,0.1345,0.0839,0.1583
0.0,0.0,0.0,0.0,0.0,0.6558,0.0,0.0,0.0,0.0,1.1825,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1133,0.0347,0.0209,0.0441,0.0254,0.0519,0.0596,0.0837,0.0838,0.0541,0.0307,0.0309
0.0,0.0,0.0,0.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202
0.0,0.0,0.0,0.0,0.0812,0.0,0.0,0.0,0.0,0.1101,0.0,0.0
4.8604,1.9978,0.3925,1.9305,0.2951,0.6483,1.2781,1.3784,8.5585,1.8755,3.0415,0.5307
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4756,0.0,0.0,0.0,0.0,0.0,0.5367,0.2395,0.5868,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2051,0.0,0.0,0.2365,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1063,0.0,0.1669
0.0,0.0,0.0,0.0,0.0701,0.0,0.0,0.1468,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0348,0.0,0.0,0.0728,0.0892,0.6123,0.042,0.0
0.0581,0.0802,0.1812,0.3961,0.0419,0.2494,0.0656,0.1463,0.0358,0.1135,0.0675,0.0
0.3116,0.0,0.0,0.0,0.0,0.1338,0.0,0.1569,0.0,0.1015,0.6333,0.0797
0.2484,0.0,0.0,0.484,0.0,0.0,0.0,0.2502,0.613,0.4856,0.1443,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1472,0.1109,0.3116,0.0,0.2747,0.1805,0.0,0.0,0.0,0.0,1.39
0.0,0.2343,0.7057,0.0,0.0,0.0,0.5745,1.0256,0.6281,0.1659,0.1478,0.0
0.1221,0.0,0.0,0.0,0.0,0.2097,0.1378,0.0,0.0,0.2387,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4077,1.1201,0.1687,0.0,0.0,1.2541,3.8457,1.9615,3.6038,0.793,1.5548,0.3733
0.4228,0.1459,0.1099,0.4118,0.1525,0.2269,2.0276,0.1597,0.1304,0.0344,0.3069,0.0
0.0,0.1593,0.0,0.1124,0.0,0.0,0.0,0.0581,0.0,0.0376,0.0335,0.0
0.3421,0.2099,0.0,0.4443,0.0,0.0,0.5147,0.6891,0.0,0.0743,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3213,0.0,0.1113,0.0,0.0773,0.0,0.1813,0.0,0.1982,0.0,0.2799,0.0
0.0,0.0,0.0,0.0,0.1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.3671
0.01,0.0,0.0,0.0194,0.0048,0.0,0.0,0.0,0.0123,0.0065,0.0289,0.0
0.122,0.1123,0.0,0.2377,0.0,0.1572,0.3442,0.1229,0.3764,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2537,0.0,0.0,0.0,0.0,0.0,0.0,0.2555,0.313,0.0,0.0,0.0
121.827,18.834,9.2787,5.9614,0.0,0.0,9.4964,8.669,1.8877,4.6105,2.3321,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1199,0.0903,0.0,0.0,0.1119,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1048,0.0,0.0727,0.0,0.0,0.0,0.0,0.0,0.0878,0.0
0.3597,0.662,1.2464,1.4014,0.346,0.4633,0.8118,0.7246,3.9938,1.0545,0.5221,0.3677
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.7855,99.69,31.9595,56.693,9.8625,38.8074,25.4428,54.4708,46.3866,51.4391,39.7849,36.6866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.62,0.4565,0.0859,0.9663,0.0,1.0648,0.6997,2.1234,5.2018,0.404,0.36,2.092
0.3994,0.1838,0.0923,0.5187,0.064,0.343,0.3756,1.4752,1.0677,0.1301,1.6621,0.1361
0.1341,1.2647,0.0232,0.1959,0.0,0.0,0.0,0.0,0.6203,0.0218,1.1677,0.6168
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1926,0.0,0.0,0.0,0.0
0.0,0.3984,0.15,0.4217,0.1041,0.0,0.2443,2.1802,0.0,0.0,0.3771,0.0
0.0,0.1566,0.1179,0.1657,0.0,0.0,0.0,0.0857,0.0,0.0,0.0988,0.0
1.6108,0.85,0.4019,0.8368,0.031,0.5902,2.8842,5.1921,2.0934,0.7626,2.7437,0.7302
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306,0.0,0.0,0.0
90.0881,47.7689,36.2297,113.3922,0.0,0.0,13.8063,16.9913,7.776,12.8019,18.5137,1.8005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2406,0.0,0.0,0.0,0.3472,0.4132,0.1357,0.1212,0.1484,0.0784,0.2095,0.0
0.0551,0.3043,0.0382,0.3757,0.1193,0.3312,0.2798,0.1665,0.2379,0.9873,0.4479,0.1831
0.2275,0.347,0.5992,0.4052,1.4601,2.3052,1.3497,2.6451,0.7779,0.8131,0.6907,0.2393
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3116,0.0,0.0,0.1518,0.0375,0.0,0.2637,0.1569,0.0961,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0829,0.0739,0.0
1.1351,1.9783,0.0335,0.1412,0.0929,0.0415,1.1992,0.2919,0.0497,0.1469,0.0608,0.0288
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1653,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551,0.0,0.0,0.0,0.0
0.0,0.0,0.1815,0.0,0.0,0.0,0.2956,0.0,0.0,0.6826,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1257,0.0
0.0,0.0,0.0,0.0,0.1089,0.0,0.0,0.0,0.0559,0.0295,0.0,0.0
3.5554,1.1075,0.556,1.4918,0.0614,0.8768,1.2345,1.1203,9.5831,0.5346,1.4293,0.5033
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0301,0.0,0.0353,0.0,0.0,0.0203,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7761,0.0,0.4595,0.4095,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2766,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1554,0.0,0.0,0.0
777.3335,437.9102,81.4204,248.2619,0.2661,0.1584,1545.7056,112.5733,51.6513,226.4958,41.3362,5.4683
0.4762,2.2792,1.0562,0.3711,0.2749,0.9815,0.6449,0.6716,0.7051,1.055,1.7699,0.1461
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.343,0.1291,0.363,0.0,0.0,0.0,0.0,0.0,0.2428,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2495,0.0,0.0
0.2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414,0.0,0.0
0.2373,0.0,0.0,0.0,0.0,0.1358,0.1785,0.0797,0.1952,0.1031,0.0459,0.0
5.8301,3.5772,0.8081,7.3195,0.0,3.8938,1.4621,0.9135,1.1189,0.1688,6.1689,1.5234
0.1967,0.181,0.0682,0.1916,0.1419,0.0845,0.481,0.2312,0.445,0.0214,0.0571,0.0
0.1152,0.5657,0.0532,12.8714,0.0185,0.033,0.0,16.2123,36.3037,0.6507,29.9784,4.4577
10.5967,4.768,0.3264,4.1288,0.5664,2.0221,3.1889,4.744,23.5336,1.3808,4.1022,0.0
0.0,0.0,0.0,0.1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5305,1.2429,0.2808,2.6308,0.065,0.3092,1.9812,1.8137,3.0546,0.4106,0.6535,0.2071
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.031,0.0142,0.0215,0.0302,0.0,0.0399,0.0524,0.0312,0.0191,0.0,2.6871,0.0079
0.0,0.0,0.0,0.0,0.0,0.2104,0.0,0.0,0.0,0.0,0.1423,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2442,0.0,0.0,0.0,0.0,0.2097,0.0,0.0,0.0,0.0,0.1418,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6491,1.5667,1.7943,1.969,1.177,4.9181,3.2417,2.697,2.8003,14.0369,6.6824,0.3082
0.0,0.0,0.0,0.0,0.0961,0.0,0.2254,0.0,0.0,0.0,0.0,0.0
1.0529,0.2295,0.3265,1.7274,0.0933,0.3093,0.5003,1.1164,3.5555,0.2166,0.5631,0.0
0.0,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.604,1.1599,0.7146,0.0,0.1102,0.787,0.2586,0.9232,0.0,1.4183,0.5987,0.5271
0.0,0.2248,0.0,0.0,0.0,0.4194,1.1025,0.0,0.3013,0.1591,0.2836,1.4983
0.3579,0.0659,0.248,0.2789,0.0,1.5366,1.3732,1.5141,0.0883,0.4197,0.1247,0.0732
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.171,0.0,0.1187,0.0,0.0,0.0,0.0,0.1608,0.1433,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1712,0.1575,0.5141,0.0,0.0,0.49,0.3863,0.7472,0.352,0.4461,0.4307,0.1458
1.0763,4.953,3.4812,2.4463,1.3806,2.0025,5.8707,1.4456,1.328,0.4675,2.9166,9.4458
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3227,0.0,0.0,0.0,0.6986,0.0,0.0,0.1625,0.3982,0.0,0.0937,0.0
0.0,2.7935,0.0,0.0,6.6363,0.0,0.0,0.0,0.0,17.6181,0.3204,0.0
0.0412,0.0505,0.0,0.0535,0.0,0.0236,0.0,0.0,0.3216,0.0268,0.008,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1954,0.0,0.0
0.0,0.118,0.1777,0.4994,0.0,0.2201,0.0,0.1291,0.0,0.167,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.234,0.0,0.0811,0.0,0.2251,0.0,0.264,0.2357,0.2887,0.1524,0.2038,0.0598
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.1901,0.0,0.246,0.1096,0.0
0.945,0.4349,2.2924,0.9205,0.6818,0.4057,0.0,3.3316,1.7489,1.5393,0.8231,0.4831
28.4081,64.2861,25.6876,66.7159,35.819,33.0207,22.4832,28.1706,29.4805,46.9909,27.0201,102.4587
0.0075,0.0138,0.0,0.0,0.0,0.0064,0.0,0.0,0.0092,0.0,0.0,0.0268
0.5574,2.2407,0.125,0.7506,0.0118,0.7884,0.9528,0.256,0.2023,0.7798,1.1662,0.6118
0.0,0.0,0.0469,0.0,0.0,0.0581,0.0,0.1362,0.0,0.0,0.0393,0.0
0.0775,8.7002,0.2148,0.151,0.0,4.1252,0.1749,1.639,0.0956,0.0,0.045,0.0396
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581,0.0,0.0,0.0
0.1116,0.0685,0.2063,0.2175,0.0716,0.2556,0.4619,0.2623,0.0918,0.1454,0.108,0.0
0.0,0.1244,0.0,0.2632,0.26,0.2321,0.0,0.2722,0.6669,0.0,0.0,0.0
1.6226,1.1334,1.3254,1.5805,0.0279,3.0479,1.3406,1.8241,4.4329,0.9534,2.1873,0.0815
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249
0.4396,0.0274,0.062,0.1306,0.0215,0.128,0.227,1.0208,0.239,0.068,0.0779,0.0
0.0933,0.0215,0.0,0.0,0.0,0.0,0.0,0.1174,0.0863,0.0304,0.0271,0.0
1.0953,0.0,0.0,3.2009,0.0,0.0,3.0903,1.655,4.0543,2.141,5.0883,0.0
1.1554,0.9114,1.1439,0.3215,0.2382,0.7087,0.745,0.8313,0.2036,0.8603,0.6709,0.5907
0.2302,0.2119,0.6383,0.0,0.0,0.5931,0.7795,0.4638,0.2841,0.3,0.1337,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3286,0.7561,1.784,0.7469,1.0274,1.8341,1.9778,1.2137,0.6757,0.9634,1.2403,0.14
0.9128,0.168,0.8857,0.3557,0.1756,0.3135,1.0301,1.2872,0.0,0.2379,0.8481,0.1867
0.2963,0.5454,0.1027,0.8658,0.0,0.0,0.2508,0.1492,0.7311,0.9652,0.3011,0.0757
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0546,0.0503,0.0,0.0,0.0,0.0,0.0,0.1101,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4618,0.4116,0.0
0.0799,0.2941,0.1107,0.1556,0.0384,0.4116,1.1719,0.4023,0.1971,0.1561,0.4175,0.0408
1.2253,0.2255,1.1889,0.4774,1.0609,1.473,1.6593,3.209,0.3024,0.3193,2.5614,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2018,0.0,0.0,0.3106,0.0,0.0
0.2577,0.1186,0.0,0.0,0.0,0.4426,0.1454,0.0,0.159,0.0,0.0,0.1318
0.0,0.0,0.1074,0.0,0.0373,0.0665,0.0,0.0,0.0,0.0,0.045,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0262,0.0234,0.0,0.0,0.0,0.0355,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.626,1.2795,1.0706,1.5047,0.3715,11.0095,2.4405,5.6015,28.207,0.9058,1.3455,0.0
1.5708,1.1887,0.2661,0.9521,0.1847,2.2181,2.009,3.0239,2.6272,0.887,2.4121,2.5876
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.0168,92.703,112.8054,175.5784,14.7462,82.7417,66.0261,91.1861,84.869,179.2677,74.0677,66.8276
1.0883,1.574,2.4783,0.6058,0.9722,2.0025,0.5263,0.6264,1.3427,0.5065,0.6319,0.7153
0.0869,0.0343,0.0086,0.0967,0.0179,0.0426,0.042,0.1376,0.046,0.0404,0.0433,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3164,0.1456,0.0,0.9245,0.0761,0.4075,1.1604,0.8764,0.7807,0.0515,0.3674,0.1617
1.1122,0.3412,3.2118,5.0557,0.0,0.0,0.6276,0.5602,1.1435,1.3285,1.184,0.0
0.9869,0.2271,0.342,0.4807,0.0,0.2119,0.2784,0.0,0.3044,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2258,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3191,0.0,0.0,0.0
0.4566,0.1401,0.0,0.0,0.2196,0.1307,0.0,0.1533,0.0,0.0992,0.0884,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0674
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0573,0.0,0.0397,0.1117,0.0827,0.0492,0.0,0.1155,0.2829,0.1121,0.0999,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2432,0.0,0.0,0.0,2.7669,0.0,0.0813,0.0725,0.0
0.0,0.2254,0.0,0.0,0.0,0.0,0.1382,0.1233,0.0755,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.449,0.8265,1.6598,0.5832,0.072,1.2853,0.1689,0.4523,0.554,0.4876,0.6084,0.8417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0606,0.0,0.0355,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5856,0.0,0.0,0.0,0.1514,0.5563,0.4896,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2502,0.0,0.0,0.0,0.0
0.281,0.3694,0.5286,0.0782,0.4441,0.5515,0.3624,1.4152,0.2972,0.3138,0.4662,0.0205
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3279,0.0,0.0,0.0
0.7101,0.6536,0.5906,0.0,0.205,0.4878,6.7318,3.0043,2.2781,1.4806,4.0412,0.0726
0.0,7.1085,0.0,0.0,0.0,0.0279,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3355,0.6175,0.1163,1.3071,0.0,0.0,0.0,0.3379,0.0,0.5464,0.2922,0.5145
1.4776,3.646,2.6269,2.9619,8.5596,1.3791,1.1116,2.2001,2.642,0.8511,1.89,0.3284
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1444
0.0,0.1111,0.1673,0.2351,0.0,0.1036,0.2724,0.0,0.0,0.0786,0.0701,0.0
0.0,0.2248,0.1693,0.0,0.0,0.0,0.0,0.246,0.0,0.0,0.2836,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0723,0.0
0.0,0.0,0.0,0.0,1.0066,0.0,0.0,0.0,0.0,0.8677,0.0,0.0
1.5947,1.4677,1.1053,6.2134,0.0,0.6086,1.3997,1.7848,0.4372,1.2699,1.2347,0.0
0.0,0.1132,0.0852,0.9581,0.0,0.0,0.1387,0.1238,0.1517,0.0801,0.0,0.5028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4011,0.1582,0.0,0.3349,0.0965,0.0,0.0,0.1154,0.2475,0.056,0.0333,0.0
0.0,0.0,0.0,0.0,0.0,0.0829,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1701,0.0,0.0,0.3162,0.277,0.0,0.0,0.0,0.0713,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4528,0.5556,0.1046,0.0,0.0,0.0,0.1703,0.0,0.7448,0.0,0.0,0.0
0.3876,0.0,0.0672,0.5664,0.0,0.0832,0.0,0.1952,0.1196,0.1894,0.1125,0.0
0.1928,0.5323,0.6681,0.3756,0.0927,0.1655,0.0,0.0,0.0,0.7536,0.2239,0.6899
0.1227,0.0807,0.1033,0.1708,0.1771,0.4442,0.089,0.0971,0.4868,0.2228,0.0865,0.0852
15.4738,27.194,18.4405,34.5785,4.412,21.7648,7.4669,14.8108,35.5917,39.506,17.9909,43.8127
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0554,0.2428,0.1829,0.0,0.0,0.2266,0.2977,0.7973,1.6277,0.0,0.3064,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0359,0.0
0.0,0.0,0.0,0.0547,0.0,0.0241,0.0634,0.0,0.0,0.0,0.0,0.0
1.2049,0.4436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,0.0
0.2984,0.1831,0.3275,0.1938,0.6101,1.1959,0.3087,0.5511,2.8842,0.2106,0.1444,0.5721
0.0895,0.0823,0.0,0.1743,0.2152,1.2293,0.4039,1.0815,0.3312,0.2332,0.0,0.0
0.0,0.0,0.4912,0.0,0.1136,0.2029,0.0,0.4759,0.0,0.1539,0.1372,0.0
0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.0,0.0
0.2359,0.0,0.1635,0.0,0.0,0.0,0.0,0.0,0.1455,0.0,0.0685,0.0603
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0813,0.0306,0.0,0.1699,0.0379,0.0498,0.0,0.0545,0.1726,0.0,0.0903
0.0,0.0,0.0,0.0,0.0,0.1591,0.0,0.0,0.0,0.0,0.0,0.0758
0.1506,0.0,0.2088,0.0,0.0,0.1293,0.0,0.0,0.0,0.0981,0.0,0.0
1.5439,2.2568,4.658,4.7771,0.3058,1.4818,1.9473,2.1041,1.2326,1.4793,2.5314,0.4179
0.0008,0.0011,0.0004,0.0004,0.0001,0.0005,0.0009,0.0015,0.0015,0.0004,0.0012,0.0006
0.0,0.0,0.0,0.0,0.0,0.0,0.1108,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3453,0.1059,0.7181,0.2243,0.0554,0.1977,0.0,0.4638,0.0,0.15,0.6016,0.0589
0.0355,0.0,0.8125,0.6229,0.0171,0.6101,0.0802,0.1074,0.4821,0.4398,0.165,0.1816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153.0701,131.1182,42.632,130.5071,0.17,0.1518,2153.0719,147.0638,27.6963,530.0936,19.1932,7.5904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1413,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5484,2.1534,1.0008,2.279,0.6243,0.9261,0.4126,1.1415,0.7217,2.501,0.9871,0.9158
0.4253,0.0,0.0,0.4142,0.0,0.5477,0.0,0.0,0.2623,0.4156,0.2469,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5416,0.0369,0.0834,0.977,0.0772,0.3445,0.2716,9.5773,3.6628,0.1176,0.4543,0.1538
0.0,0.0,0.1566,0.0,0.2173,0.194,0.0,0.0,0.0,0.4416,0.3936,0.0
0.6878,0.0633,0.0477,0.0,0.0,0.0,0.0,0.0,0.0849,0.0,0.1198,0.7385
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2201,0.4211,0.2114,0.5943,0.0,0.3929,1.549,0.6145,1.6936,0.9937,0.4428,0.8577
